"trip_id","hotel_name","nights","rooms","check_in_time","check_out_time","hotel_per_room_usd"
"663017-9d269376ea494409b094f2139dbde323","NH Hotel  - phoenix","1","1","2023-07-07 20:05:35.52","2023-07-09 11:00:00","141"
"663017-a5c0b29818464d3fb9b7b9ef311a4ef8","NH Hotel  - new york","6","1","2023-03-22 11:52:12.585","2023-03-28 11:00:00","98"
"663376-46af43d271934e719e0a95c74692c14c","Marriott  - columbus","0","1","2023-06-14 11:00:27.36","2023-06-14 11:00:00","144"
"663565-117feeae4212435483152074e4dd5283","Conrad  - quebec","3","1","2023-03-30 16:47:58.56","2023-04-03 11:00:00","224"
"663565-80a1e19c06c84bfaa7b333962c3c8d45","Marriott  - las vegas","2","1","2023-04-11 15:08:43.62","2023-04-14 11:00:00","539"
"663565-c76c12cb11864f9c92952446ba2a7fa1","Accor - chicago","0","2","2023-04-29 20:06:37.17","2023-04-30 11:00:00","102"
"663565-e8f5f6d3a4a34888b2a2eecc0d69a72b","Hyatt - philadelphia","19","2","2023-06-05 11:00:00","2023-06-24 11:00:00","365"
"664084-f4f393c9714b4a7abd613dda8d99d402","Fairmont - indianapolis","2","1","2023-04-01 10:20:02.715","2023-04-03 11:00:00","109"
"664119-a2f6d7d908f34782bf4f7f98b59cd27d","Four Seasons - los angeles","8","1","2023-05-05 11:00:00","2023-05-13 11:00:00","263"
"664401-18211803e5944d4da6f12e8d4167ebd8","Conrad  - new york","1","1","2023-04-29 09:58:37.965","2023-04-30 11:00:00","181"
"664401-3ceb049abb9f40d19984f4e260916a92","Fairmont - phoenix","2","1","2023-03-26 13:22:50.475","2023-03-29 11:00:00","280"
"664401-ad8cf7dcfc084efb828aac50a42d0289","Conrad  - osaka","12","1","2024-01-11 02:32:32.64","2024-01-23 11:00:00","127"
"664405-40756d5ff89e4be98eefd780c9c587ea","Aman Resorts - calgary","2","1","2023-04-18 18:46:55.92","2023-04-21 11:00:00","100"
"664405-ed6f5f0635a94dd0a2784e439bff37fd","Marriott  - chicago","1","1","2023-05-24 12:31:46.245","2023-05-26 11:00:00","101"
"664617-21b07da09767453c8e6c65eaca3c6a97","Four Seasons - los angeles","4","1","2023-07-26 11:00:00","2023-07-30 11:00:00","216"
"664617-9b8f2599d12e4e16bebc24f5452af236","Radisson  - louisville","8","1","2023-06-20 11:00:00","2023-06-28 11:00:00","221"
"664617-f8e25ea839c94bfab58aa4bf9e2771e8","Aman Resorts - fort worth","9","1","2023-04-10 11:00:00","2023-04-19 11:00:00","200"
"664617-febb20315fa74b899da92abf51d18281","Wyndham - los angeles","0","1","2023-03-21 21:14:58.65","2023-03-22 11:00:00","124"
"664663-09706a08fbaf46a399e29fdcb05ecffd","Hilton - baltimore","2","1","2023-04-08 13:14:50.82","2023-04-11 11:00:00","92"
"664663-210806aa7fb74ff0813848e1acea3b1d","Banyan Tree  - new york","2","1","2023-05-05 14:29:04.92","2023-05-08 11:00:00","84"
"664663-8ef13db0cd3344d08882b62f8abc2895","Accor - philadelphia","1","1","2023-05-29 17:21:37.215","2023-05-31 11:00:00","83"
"664663-99dcdc27461f44689424f8a44f23c83a","Extended Stay  - milwaukee","2","1","2023-03-23 09:08:04.38","2023-03-25 11:00:00","154"
"664663-a7dbf558690342fc92d16a14115507d9","InterContinental  - calgary","6","3","2023-06-18 11:00:00","2023-06-24 11:00:00","115"
"664998-23f15a37c2c6478abb05c56fb3aff42b","Banyan Tree  - charlotte","1","3","2023-05-31 12:50:19.545","2023-06-02 11:00:00","80"
"665329-5982cd8252ab4d7d95726beadd67f89e","Fairmont - columbus","-1","2","2023-07-04 14:57:38.25","2023-07-04 11:00:00","91"
"665329-6719c004ad544095911294ef13a90c08","Rosewood - columbus","2","1","2023-05-31 09:57:38.25","2023-06-02 11:00:00","395"
"665329-6b4f93346f914572bc6c49695610930a","Wyndham - portland","1","2","2023-04-04 13:54:23.85","2023-04-06 11:00:00","55"
"665397-e867203254934e638145a091e2d720ee","Shangri-La - san antonio","1","1","2023-03-22 11:25:14.79","2023-03-23 11:00:00","148"
"665397-f8fcda0d3be44b96bf88fcca6bba3bf7","Extended Stay  - san diego","2","1","2023-04-10 09:11:23.28","2023-04-12 11:00:00","397"
"665505-218b0fcbc19f40bc933a47e4923dc718","Radisson  - winnipeg","2","1","2023-06-03 20:05:44.61","2023-06-06 11:00:00","173"
"665505-2a029ac2fe69431ea76d41778f0f4aed","Banyan Tree  - quebec","7","2","2023-05-09 11:00:00","2023-05-16 11:00:00","136"
"665505-326b886669e1458aa1fa2ffe5da27fc3","Accor - phoenix","0","1","2023-03-23 17:13:23.745","2023-03-24 11:00:00","65"
"665505-a3df614485874a3a842cbd30631c3b49","Shangri-La - detroit","5","1","2023-04-05 09:50:21.435","2023-04-10 11:00:00","30"
"665505-c97adbd3e5d3425090dc92ab87cea843","Hilton - new york","1","1","2023-07-14 09:40:43.05","2023-07-15 11:00:00","101"
"665593-258e19907f8f40f08a502f8754990d5c","Choice Hotels - los angeles","-1","2","2023-07-07 14:11:49.38","2023-07-07 11:00:00","122"
"665593-52f866c96fcf4946937591de59c56a26","Crowne Plaza - phoenix","-1","1","2023-05-10 17:34:07.455","2023-05-10 11:00:00","110"
"665593-a3c52541cc5342b5a37876de0546bc9f","Four Seasons - new york","9","1","2023-03-24 11:47:23.955","2023-04-02 11:00:00","136"
"665593-e37dd7eb2cca407096aafc8163748b1e","Marriott  - oklahoma city","4","1","2023-06-01 12:55:41.475","2023-06-06 11:00:00","211"
"665676-7235621f84df4d7c8e968e997dc1d200","Conrad  - seattle","2","1","2023-07-20 17:55:55.155","2023-07-23 11:00:00","201"
"665746-79fa4a08ca6545da9f560e761a8f5277","Extended Stay  - denver","3","1","2023-03-25 12:31:09.21","2023-03-29 11:00:00","190"
"665887-158629b2af3044faa7e3f6403a3002e7","Choice Hotels - houston","3","1","2023-05-20 11:37:17.31","2023-05-23 11:00:00","84"
"665887-590fe1effdca4b90b071183631b6b7b8","InterContinental  - seattle","11","1","2023-07-24 11:00:00","2023-08-04 11:00:00","112"
"665887-61b698c815c2485d8139eaeb42e923ae","Aman Resorts - new york","2","1","2023-04-11 11:00:00","2023-04-13 11:00:00","82"
"665892-286fe92a2c2f45689ed75a9216c80f2f","Marriott  - san jose","4","1","2023-05-21 13:12:38.925","2023-05-26 11:00:00","209"
"665892-4d9370c99b444b439de5c66ce8be36fb","Starwood  - las vegas","3","1","2023-07-30 20:29:28.32","2023-08-03 11:00:00","178"
"665892-abd9f758d0d84d1aaaa0df2f24dbc233","Fairmont - new york","0","1","2023-03-22 11:18:01.08","2023-03-22 11:00:00","150"
"665892-caa62235982d43e3a5f32aac0d4021e9","Hyatt - new york","3","1","2023-04-01 10:18:01.08","2023-04-04 11:00:00","320"
"665892-d46cbdbee8044a009e13b07b82d94b4e","Conrad  - ottawa","6","1","2023-06-16 11:00:00","2023-06-22 11:00:00","166"
"666049-44f47cd9b7b547d0a328bef3c95b50f7","Banyan Tree  - new york","1","3","2023-05-19 09:40:43.905","2023-05-20 11:00:00","250"
"666049-ccaf95bd36714330ad9165056b5685d9","Fairmont - jacksonville","3","3","2023-04-07 12:16:23.025","2023-04-11 11:00:00","188"
"666174-b43ce6ef753048e3a616125169ed183e","NH Hotel  - tucson","2","1","2023-03-24 13:47:02.265","2023-03-27 11:00:00","302"
"666292-00b59fd846614e1db90271ca4ac85e77","Aman Resorts - los angeles","13","1","2024-01-16 17:11:49.38","2024-01-30 11:00:00","436"
"666718-5e7784e5345443aea1c17c49b9392426","Radisson  - new york","2","1","2023-03-23 19:56:12.885","2023-03-26 11:00:00","190"
"667536-2017e7d39fb148d7b1b0b5f366e1388d","Four Seasons - new york","1","1","2023-04-06 13:55:24.465","2023-04-08 11:00:00","198"
"667536-8f76a0b5854e45e2949d9f6beccabc5a","Rosewood - toronto","0","1","2023-07-03 20:13:24.87","2023-07-04 11:00:00","57"
"667718-5db0ff33ec134715b2063531558e80d6","Radisson  - calgary","4","1","2023-03-26 15:25:03.45","2023-03-31 11:00:00","77"
"667718-ddddfa6f0e7b40f388db5557a51b0e67","Hilton - denver","0","2","2023-04-25 15:02:01.725","2023-04-26 11:00:00","107"
"667916-2148a27d031245168f56c7f163b76d9b","NH Hotel  - nashville","5","1","2023-03-28 16:05:50.685","2023-04-03 11:00:00","80"
"667916-44f35598903247108aaf8120af703d58","Rosewood - seattle","1","1","2023-06-27 13:14:42.99","2023-06-29 11:00:00","257"
"667981-36f2953f9c424dc5b87719ed6f40fdaf","Hilton - new york","12","1","2023-06-23 21:10:12.72","2023-07-06 11:00:00","111"
"667981-9948f91a9b784cea8877fdb95759b162","Banyan Tree  - dallas","0","1","2023-04-08 12:29:28.995","2023-04-09 11:00:00","270"
"667981-d52fd9142dfd41399b15d41c642dca4c","Hyatt - toronto","6","1","2023-03-24 11:53:12.345","2023-03-30 11:00:00","323"
"668083-23720ee74af04d398376545d1e622474","Best Western - jacksonville","5","1","2023-05-04 11:00:00","2023-05-09 11:00:00","44"
"668172-153699c835424d168011f74809e7c2f4","Hilton - toronto","1","1","2023-07-23 22:33:30.015","2023-07-25 11:00:00","271"
"668172-43fbf2cc41be4dae8a9ff7270be3da5f","Radisson  - columbus","2","1","2023-04-19 13:15:15.255","2023-04-22 11:00:00","378"
"668677-746df06ec099404e82a2d70b9f1c4207","Fairmont - baltimore","1","2","2023-07-05 09:22:18.525","2023-07-06 11:00:00","247"
"668677-f79f70de8cb54410af6530a601e44647","Banyan Tree  - fort worth","2","1","2023-03-23 19:49:38.595","2023-03-26 11:00:00","188"
"668776-3209ad941afa4a1a90a672dba06adc7f","Marriott  - columbus","10","2","2023-07-07 11:00:00","2023-07-17 11:00:00","175"
"668776-45ae4f19cf4a47c99e33b0e6d231be47","Best Western - nashville","3","1","2023-04-20 12:50:52.035","2023-04-24 11:00:00","142"
"668776-e8a33f0a5418414db292a66b7f289cd1","Rosewood - fresno","4","1","2023-05-15 10:20:12.93","2023-05-19 11:00:00","196"
"669140-22cfed593076441795b97cd9142e33e2","NH Hotel  - baltimore","3","1","2023-03-30 11:00:00","2023-04-02 11:00:00","76"
"669140-574a1beeb927431fbf28ebcce23789e1","Banyan Tree  - winnipeg","2","1","2023-05-14 17:41:24","2023-05-17 11:00:00","30"
"669155-f9a83232cb5f47b78174c18bfce3b43a","Wyndham - los angeles","17","1","2023-05-13 11:00:00","2023-05-30 11:00:00","96"
"669329-5af0ba49dd874b4ebc91cd3731ba14bd","InterContinental  - phoenix","12","3","2023-07-10 11:26:42.54","2023-07-22 11:00:00","598"
"669329-71e194836a0c49e28298b4a20611d896","Starwood  - nashville","6","1","2023-04-13 11:00:00","2023-04-19 11:00:00","138"
"669348-40b803273754444395297f2a3ad16620","Accor - boston","5","1","2023-06-28 19:12:56.475","2023-07-04 11:00:00","76"
"669348-4b60981c7e234e80bd3a8a3333164768","NH Hotel  - houston","2","1","2023-05-29 16:54:26.145","2023-06-01 11:00:00","76"
"669356-22a4da32154842f2b23f6c3554856a47","Rosewood - fort worth","5","1","2023-04-10 18:39:16.29","2023-04-16 11:00:00","141"
"669449-68aec2becfe04ba692209cf2e093e459","Rosewood - edmonton","5","1","2023-03-23 13:45:31.77","2023-03-29 11:00:00","170"
"669449-79905f90c14e4cdeb9f8c0a2203ac3b6","Banyan Tree  - new york","1","1","2023-04-11 11:01:28.11","2023-04-12 11:00:00","159"
"669449-8ae4f5a821aa479b929337055501c563","InterContinental  - xi'an","9","1","2024-01-17 02:13:00.255","2024-01-26 11:00:00","206"
"670471-68912369d37a4099956af1470d2761bd","Extended Stay  - toronto","2","1","2023-04-02 10:01:24.015","2023-04-04 11:00:00","187"
"670471-6be380ebac6c4abbbbaa15d19d2fb8ea","Extended Stay  - houston","2","1","2023-05-30 10:37:17.175","2023-06-01 11:00:00","271"
"670626-38a7f9a8979b4b48ae0a4f8af6ced4e7","Extended Stay  - washington","2","1","2023-03-30 18:46:18.39","2023-04-02 11:00:00","135"
"670626-612bf3ef95f344bebddd4f8bff2d9d4c","Fairmont - san jose","2","1","2023-07-20 11:34:32.97","2023-07-22 11:00:00","215"
"670626-d77d3b04a05d486d8cc6c47463dd2b1b","Fairmont - tucson","4","2","2023-04-29 11:00:00","2023-05-03 11:00:00","190"
"670971-ee6a6335c253467eaa8557e5fa80fba0","NH Hotel  - toronto","0","1","2023-06-01 10:20:53.115","2023-06-01 11:00:00","146"
"671066-24c11277885142b8a8a399b0f75ba06f","Crowne Plaza - toronto","6","1","2023-05-31 09:51:44.64","2023-06-06 11:00:00","92"
"671151-2b612caa60284cc5aeeccaf45ba16c52","Radisson  - los angeles","4","1","2023-04-14 13:31:32.97","2023-04-19 11:00:00","86"
"671151-82d7f195319947e9b2b8fced94e67585","Conrad  - jacksonville","2","1","2023-04-04 11:51:45.225","2023-04-06 11:00:00","207"
"671151-b0089652773b4de0b013c9ab45950d70","Rosewood - winnipeg","4","1","2023-03-22 18:19:02.28","2023-03-27 11:00:00","128"
"671367-0f67ed7afae348e096debc248af3872d","Aman Resorts - seattle","5","2","2023-05-12 11:00:00","2023-05-17 11:00:00","33"
"671367-1ae5d0d225c5450abfefde9b5e802a3e","Marriott  - new york","6","2","2023-03-30 11:00:00","2023-04-05 11:00:00","270"
"671367-35de58790f094d24b2a35c34700b1574","Banyan Tree  - new york","2","1","2023-07-31 12:03:24.75","2023-08-03 11:00:00","278"
"671367-5133afcebba946e697591c4f6b9070b6","Radisson  - new york","2","1","2023-07-08 19:03:24.75","2023-07-11 11:00:00","84"
"671367-5fe79d71a1634b76bdf06d9748ead63b","Hyatt - detroit","9","1","2023-04-20 14:21:18.945","2023-04-30 11:00:00","194"
"671367-b9d93940c5ec4e12839acf7e78c5ae24","Four Seasons - houston","3","1","2023-06-17 11:18:48.105","2023-06-20 11:00:00","77"
"671367-dc05946523644c519a87bd20ca56222c","Extended Stay  - houston","3","1","2023-06-02 09:18:48.105","2023-06-05 11:00:00","509"
"671368-71e5e4cb70b5421b9cdbc8e73d933975","Banyan Tree  - calgary","6","1","2023-04-28 15:17:10.365","2023-05-05 11:00:00","134"
"671975-a24c99ecab1f4d9a8a737470534ab302","Starwood  - oklahoma city","3","1","2023-04-29 12:56:19.41","2023-05-03 11:00:00","75"
"671975-d89549deef7a4be4a4c02bf80198f6db","Accor - los angeles","-1","1","2023-07-10 14:44:02.22","2023-07-10 11:00:00","163"
"671975-ea02de0e3de34d4db2ded1f25145c73f","Conrad  - hamilton","6","1","2023-03-30 14:22:39.585","2023-04-06 11:00:00","51"
"671999-5c8d022fa0814bfead310d8aac276142","Hyatt - nashville","2","2","2023-07-19 11:00:00","2023-07-21 11:00:00","140"
"672009-4ecae86709db41b69b3b99acce0504ee","Rosewood - san jose","1","3","2023-06-21 21:51:44.955","2023-06-23 11:00:00","259"
"672009-d1e5d57dac024552874c71cf174252a3","Banyan Tree  - tucson","1","3","2023-06-01 11:56:51.45","2023-06-02 11:00:00","17"
"672112-0bcb56de0bd84950a1f9d2cbb6303690","Aman Resorts - boston","5","1","2023-06-14 11:00:00","2023-06-19 11:00:00","76"
"672112-992874896ce4431292c716b62af6886c","Conrad  - indianapolis","2","1","2023-04-06 11:34:18.075","2023-04-08 11:00:00","120"
"672112-beebbfb87bac4399a39cc162fcdfad22","Rosewood - calgary","8","1","2023-07-02 11:00:00","2023-07-10 11:00:00","134"
"672468-6a63677d69b744e38ec4e5798cc1e02e","Extended Stay  - new york","3","2","2023-07-28 14:10:08.13","2023-08-01 11:00:00","203"
"672468-8e6b42022e304f1da8f77d60c812f94d","Rosewood - ottawa","0","1","2023-03-27 13:53:14.595","2023-03-28 11:00:00","124"
"672468-93c9100a068c4905adba43379e13a9a6","Rosewood - columbus","3","1","2023-06-17 15:14:02.085","2023-06-21 11:00:00","387"
"672468-bbdf524eb4824180ab1c3cff0061c8b1","Marriott  - chicago","3","1","2023-05-30 21:42:04.095","2023-06-03 11:00:00","148"
"672468-dbe29efd6c4f4198a40a0a9b473b604d","Shangri-La - new york","3","1","2023-04-13 11:00:00","2023-04-16 11:00:00","169"
"673076-9acf770825e54c3d949a86212aceca2a","Starwood  - toronto","2","1","2023-03-28 14:43:43.365","2023-03-31 11:00:00","173"
"673286-46e617c1b27b4fbc8f0aed5ed1a146bd","Starwood  - houston","5","1","2023-07-28 11:00:00","2023-08-02 11:00:00","194"
"673286-c511fde3ddd54a9eb65cf2ac57c174a7","Marriott  - montreal","10","1","2023-04-07 11:00:00","2023-04-17 11:00:00","130"
"673874-73c67142752a4523857d933d307744e7","Rosewood - chicago","11","1","2023-06-03 20:44:28.005","2023-06-15 11:00:00","121"
"674375-01d3775fcdf24535a2da057dcbdc8220","Marriott  - san antonio","1","1","2023-04-07 11:57:30.15","2023-04-08 11:00:00","71"
"674375-9a4a7ec07b8d4a2d988a7315bfa62055","Rosewood - jacksonville","13","1","2023-06-03 11:00:00","2023-06-16 11:00:00","79"
"675053-249e49fba8ad400ca271b82c9c31a195","NH Hotel  - louisville","4","1","2023-05-06 18:01:39.675","2023-05-11 11:00:00","183"
"675053-95b0a59e86524930a51aa07f653a7a1b","Rosewood - new york","3","1","2023-05-24 22:56:32.595","2023-05-28 11:00:00","685"
"675053-f17626c619794cbc978bed4913d78549","Aman Resorts - vancouver","0","1","2023-06-12 09:04:45.705","2023-06-12 11:00:00","122"
"675201-12a7680751b34755993b6771bffd0edd","Starwood  - chicago","5","1","2023-05-09 13:53:57.21","2023-05-15 11:00:00","179"
"675201-4c5215535f834ee4b9fc0999942f119b","Shangri-La - los angeles","9","1","2023-04-08 11:00:00","2023-04-17 11:00:00","203"
"675201-77dbd7b949ff4e95ab6a8c3e106b56cb","Shangri-La - jacksonville","2","1","2023-07-17 12:35:09.24","2023-07-20 11:00:00","61"
"675201-8bd2e57f3db44e6ea8969a8604d93c60","Crowne Plaza - toronto","2","1","2023-06-11 20:47:49.38","2023-06-14 11:00:00","164"
"675201-9f71b68ca54141828b92fd6b872caf64","Crowne Plaza - philadelphia","1","1","2023-05-25 13:09:56.25","2023-05-27 11:00:00","117"
"675201-cc94070f524540ca9414338eb9fb5d63","Wyndham - new york","0","1","2023-03-24 15:19:20.055","2023-03-25 11:00:00","123"
"675594-084fb7964a664f1593002725d0ebce57","Fairmont - houston","2","1","2023-07-25 14:24:00.36","2023-07-28 11:00:00","84"
"675594-22ab1e4bf9584ec6b19a000d42c07d88","Conrad  - chicago","1","1","2023-05-14 10:22:08.175","2023-05-15 11:00:00","147"
"675594-a3e4c7d30b3045118495bce03f0300a5","Rosewood - washington","4","1","2023-04-14 13:14:46.995","2023-04-19 11:00:00","44"
"676373-95bfcfe16453491cb77f47edd05e081f","Extended Stay  - nashville","11","1","2023-03-27 11:00:00","2023-04-07 11:00:00","189"
"676373-e921e0ed5d4344098b8d8e56ad871bda","Crowne Plaza - houston","3","1","2023-07-07 11:51:41.4","2023-07-10 11:00:00","115"
"676570-ced357d95e244137b12aad2ffd7fa868","Marriott  - el paso","2","3","2023-05-06 19:24:21.195","2023-05-09 11:00:00","408"
"676570-ed23a4a861404b84b240ca68b9da1cb3","Radisson  - tucson","0","1","2023-04-05 18:52:19.605","2023-04-06 11:00:00","193"
"676762-1029b5da39934451b659eaafae2386a9","Wyndham - toronto","1","1","2023-05-09 13:33:30.015","2023-05-11 11:00:00","108"
"676762-750dee97f66e4d56845b55a3081a3777","Wyndham - new york","8","1","2023-03-30 15:11:22.965","2023-04-08 11:00:00","124"
"676762-ba13688c98f94c169aa0435afc433f24","Fairmont - fort worth","1","1","2023-04-21 11:54:29.16","2023-04-22 11:00:00","68"
"676762-fab74cbfff574a19ac12771344a29aeb","Banyan Tree  - new york","8","1","2023-07-28 19:11:22.965","2023-08-06 11:00:00","171"
"677209-779526a0763d43b7a4e194291c4e6962","Best Western - new york","2","1","2023-07-14 10:42:43.83","2023-07-16 11:00:00","108"
"677896-525ac7dc1fcf491e8e4c2c993a9cdbf8","Crowne Plaza - columbus","6","1","2023-04-01 11:18:54.81","2023-04-07 11:00:00","60"
"677896-7360c99aa6674b8cad98ad914131a739","NH Hotel  - montreal","3","1","2023-04-26 11:00:00","2023-04-29 11:00:00","164"
"678536-28a559db9a7743549e9c8bb3b97d386f","Hyatt - seattle","17","1","2023-07-19 11:00:00","2023-08-05 11:00:00","53"
"678547-eab5d50df5884b42b7d6dd1b9d0d97a4","NH Hotel  - toronto","10","2","2023-03-23 11:00:00","2023-04-02 11:00:00","213"
"678888-77678475452d4b44a8fb38c366a950ca","Accor - san antonio","2","3","2023-03-28 12:11:48.075","2023-03-31 11:00:00","128"
"678888-c38ca61330ef413099369b9038f72637","Accor - phoenix","1","1","2023-07-02 15:55:52.5","2023-07-04 11:00:00","257"
"679040-54923ff7ab1b4e02aeb3cfa627e68c74","Extended Stay  - new york","1","1","2023-04-09 14:44:22.11","2023-04-11 11:00:00","301"
"679040-a2f28011b1df40eda7c237580efdebe3","Starwood  - washington","4","1","2023-05-14 11:00:00","2023-05-18 11:00:00","115"
"679040-d3c0089e507f470c8b54cba8f840d05a","Four Seasons - ottawa","0","1","2023-03-27 11:01:03.09","2023-03-27 11:00:00","263"
"679047-41233f4dac8b4d04b4acebd8170df2e6","Radisson  - san francisco","2","1","2023-04-05 09:45:14.22","2023-04-07 11:00:00","352"
"679047-c9bdac6e5426444881103d0e168cca7c","Marriott  - toronto","8","1","2023-07-15 11:00:00","2023-07-23 11:00:00","77"
"679066-34fe218a3ebf429795d788fe6d1b4319","Radisson  - el paso","1","1","2023-06-30 15:21:15.705","2023-07-02 11:00:00","113"
"679066-8b3ace39dd904f63be27dbf60615a497","Fairmont - denver","4","2","2023-03-27 11:17:49.515","2023-03-31 11:00:00","142"
"679066-9883a3d4c394408faa3ebed330c3fbc6","Choice Hotels - memphis","8","1","2023-04-20 09:33:29.61","2023-04-28 11:00:00","124"
"679442-31a5d34cbbf846afa9b368bb5a330ff1","Four Seasons - chicago","1","2","2023-07-11 10:07:48.99","2023-07-12 11:00:00","166"
"679611-0515fd88ad8945979c75e9f96c9e0774","Aman Resorts - boston","2","1","2023-04-18 15:52:24.6","2023-04-21 11:00:00","102"
"679611-32e419b2ac2248a0ba5a67a56aa8cdb3","Four Seasons - san antonio","2","1","2023-07-07 15:53:12.345","2023-07-10 11:00:00","144"
"679611-5dec60b7bc5642b4948aab963963988f","Hyatt - new york","5","1","2023-06-13 11:00:00","2023-06-18 11:00:00","295"
"679611-616c1df9e8ac4681a45e49b37b692556","Hyatt - milwaukee","4","1","2023-04-05 17:52:11.685","2023-04-10 11:00:00","90"
"679611-737e4f51947344c38eefa2fcef7d2c1f","Hilton - san diego","0","1","2023-05-19 18:21:56.52","2023-05-20 11:00:00","149"
"679831-8f98ca3ea03040e39743d34f59b2cd3a","Aman Resorts - charlotte","3","1","2023-07-08 22:07:07.23","2023-07-12 11:00:00","51"
"680424-73ecec4d603a48409ad50bb26632b2be","InterContinental  - tucson","3","1","2023-04-09 13:16:17.22","2023-04-13 11:00:00","97"
"680424-781d196265c848348f6ac82dc7655563","Aman Resorts - new york","6","1","2023-05-08 11:00:00","2023-05-14 11:00:00","243"
"680424-acb1818a422b4e33968ba132a8dd54b4","Accor - montreal","2","1","2023-03-26 10:39:37.575","2023-03-28 11:00:00","89"
"680735-3876f934e4df43b7a2fc6e11002e3c81","Shangri-La - las vegas","1","1","2023-06-14 13:30:00.135","2023-06-16 11:00:00","309"
"680735-4849063b26ae4997b20d156efc7dc99a","Conrad  - winnipeg","1","2","2023-07-24 14:35:10.185","2023-07-26 11:00:00","202"
"680735-fded27342fda4ad19d5aa8dc4b78e420","Accor - columbus","2","2","2023-03-30 11:57:38.25","2023-04-01 11:00:00","223"
"681050-81900a8563de4ae8bc295063cf57748d","Shangri-La - houston","5","1","2023-05-16 12:41:06.045","2023-05-22 11:00:00","84"
"681581-85ed96a7dd0e40c19a6b3296fb2c0af3","Rosewood - san antonio","6","1","2023-05-21 20:27:09.855","2023-05-28 11:00:00","549"
"681581-8633a244919b4e1dae7d1d21d7191d2f","NH Hotel  - portland","3","1","2023-04-03 10:40:44.175","2023-04-06 11:00:00","259"
"681581-cdd278565ada4fcbb0cd516ae4e8949b","Marriott  - houston","0","1","2023-04-13 15:48:21.285","2023-04-14 11:00:00","116"
"681720-b4d74da1f7644a9990505ed352e821e6","Shangri-La - los angeles","-1","1","2023-06-04 18:57:24.3","2023-06-04 11:00:00","160"
"681720-d3654984c7904a97b15e0622ccdf978f","NH Hotel  - chicago","2","1","2023-07-02 18:27:17.775","2023-07-05 11:00:00","374"
"682005-5af41086ae064926b52e3520d1ca769c","Conrad  - hamilton","4","2","2023-06-22 11:00:00","2023-06-26 11:00:00","103"
"682005-b660d88e44b94fcc9434c6d33159a19d","Four Seasons - louisville","5","1","2023-04-07 11:00:00","2023-04-12 11:00:00","46"
"682247-130aa2b50e734e06879d39606dc8b334","Best Western - new york","1","1","2023-07-27 09:25:39.81","2023-07-28 11:00:00","42"
"682247-c09123c6c65442e79d90bc8cbb631567","InterContinental  - columbus","1","1","2023-04-14 09:38:54.105","2023-04-15 11:00:00","135"
"682247-e11b1b47752243b09aa96d16588c4834","NH Hotel  - new york","12","3","2023-07-02 09:25:39.81","2023-07-14 11:00:00","174"
"683014-07d650b4b3a34307b543157ce4a628a4","Starwood  - tucson","10","1","2023-04-01 11:00:00","2023-04-11 11:00:00","153"
"683014-991dd538780d4fa487271ea2730ffe45","Hyatt - edmonton","3","2","2023-04-27 17:51:40.32","2023-05-01 11:00:00","327"
"683014-a07c82ab56dd43edb84893558143c5f1","Extended Stay  - denver","2","1","2023-05-29 10:46:55.65","2023-05-31 11:00:00","97"
"683663-bcc0e118e534481fb1c747295733f4ba","Rosewood - new york","3","2","2023-04-13 11:00:00","2023-04-16 11:00:00","94"
"683976-42eb005834ac4f4b9486d4242ccba5bc","Hilton - phoenix","5","1","2023-07-21 11:00:00","2023-07-26 11:00:00","56"
"683978-01998ddfbd1b43e48b66431e83adb070","Rosewood - indianapolis","3","1","2023-04-02 09:21:54.18","2023-04-05 11:00:00","127"
"683978-6329294c60684ca9ad42c106c52c223a","Rosewood - portland","1","1","2023-04-26 17:04:49.125","2023-04-28 11:00:00","77"
"683978-b86e82fa91874d959fc10e0c0b46ce01","Aman Resorts - new york","3","1","2023-06-03 09:58:09.975","2023-06-06 11:00:00","211"
"684510-b5a07b66ccd74461be2eb54bba013281","Wyndham - toronto","12","3","2023-06-07 11:00:00","2023-06-19 11:00:00","198"
"684510-c25b090e9dee477a8a88e5709c5ebd2c","Best Western - san antonio","0","1","2023-03-30 16:15:44.145","2023-03-31 11:00:00","148"
"684510-c311a7b10b7a489c907b93609393871f","Crowne Plaza - san diego","4","1","2023-04-12 11:00:00","2023-04-16 11:00:00","204"
"684521-3f9cbb28e4544195a2ebb5f607800dc1","Four Seasons - toronto","5","2","2023-04-28 11:00:00","2023-05-03 11:00:00","428"
"684521-53aae3c4b9c84bacb503b3ac29d13e97","Best Western - dallas","1","1","2023-04-02 13:56:49.83","2023-04-04 11:00:00","68"
"684543-7a178ae4a7f84115b22bb570ce71da9a","Hyatt - chicago","8","1","2023-03-31 11:00:00","2023-04-08 11:00:00","127"
"684543-f7c914f43be14adb9ebf906f59261d8e","NH Hotel  - san jose","1","1","2023-06-06 21:31:32.475","2023-06-08 11:00:00","345"
"684764-584ca496c5ed4faca39b4fa85992c3c4","Crowne Plaza - new york","1","1","2023-04-11 15:28:41.655","2023-04-13 11:00:00","245"
"684806-2b18681eb3854ec5bf8ea3ae052050fd","NH Hotel  - calgary","6","1","2023-06-10 16:04:50.43","2023-06-17 11:00:00","17"
"684806-6a63c9b5820a46a1803cf2d3024fdbd1","Aman Resorts - houston","3","1","2023-04-11 09:29:35.61","2023-04-14 11:00:00","162"
